CustomerID,Recency,Frequency,Monetary,Customer_Lifetime_Days,Purchase_Velocity,Purchase_Interval_Std,Purchase_Regularity_Index,Invoice_Value_CV
12399,119,4,1108.65,143,0.027972027972027972,17.009801096230763,0.05552532172103156,0.5424911088883626
12401,303,1,84.3,1,1.0,0.0,1.0,0.0
12402,323,1,225.6,1,1.0,0.0,1.0,0.0
12403,50,1,427.7,1,1.0,0.0,1.0,0.0
12405,149,1,1710.39,1,1.0,0.0,1.0,0.0
12406,22,2,3415.3,162,0.012345679012345678,0.0,1.0,0.0715533345761926
12407,50,5,1708.12,215,0.023255813953488372,32.516662395352526,0.029835906338295234,0.6293331935867271
12408,33,5,2888.55,228,0.021929824561403508,38.379682124790975,0.02539380579129822,0.49611485350670836
12409,79,3,11072.67,104,0.028846153846153848,72.8319984622144,0.013544262932443554,0.8838888864252248
12410,309,2,693.33,1,2.0,0.0,1.0,1.136808799153934
12412,75,3,1226.88,95,0.031578947368421054,21.920310216782973,0.04362942693802497,0.22880871919547752
12413,67,3,758.1,271,0.01107011070110701,48.79036790187178,0.020084205884375615,0.8060969754389655
12414,217,3,562.4100000000001,94,0.031914893617021274,50.91168824543142,0.019263484463694105,0.25762513670405474
12415,24,21,124914.53,314,0.06687898089171974,14.99219094974728,0.06253051899782391,1.306984368950512
12417,3,9,3649.1,355,0.02535211267605634,15.508062419270823,0.06057646104079676,0.20171214012254154
12418,113,1,668.58,1,1.0,0.0,1.0,0.0
12420,64,1,600.39,1,1.0,0.0,1.0,0.0
12421,16,4,807.04,304,0.013157894736842105,43.54690957270485,0.022448246345078183,0.19863379572086245
12422,96,3,803.5600000000001,230,0.013043478260869565,59.39696961966999,0.01655712209233626,0.512241060761996
12423,1,8,1859.31,353,0.0226628895184136,35.55009878761976,0.027359707173725063,0.36034071281871205
12424,163,2,1760.96,1,2.0,0.0,1.0,0.9409672830508973
12425,78,1,777.2,1,1.0,0.0,1.0,0.0
12426,195,1,582.73,1,1.0,0.0,1.0,0.0
12427,22,3,825.8000000000001,350,0.008571428571428572,193.04015126392747,0.005153572564679311,0.11811402843406157
12428,26,9,7956.46,258,0.03488372093023256,37.50595190861617,0.02597001113940097,0.8690684012181287
12429,9,4,3750.4,357,0.011204481792717087,56.36783953047458,0.017431369355800582,0.3914822199235253
12430,43,1,256.4,1,1.0,0.0,1.0,0.0
12431,36,15,6419.95,339,0.04424778761061947,23.38450694017654,0.0410096461024756,0.38456183018214574
12432,43,5,5059.32,130,0.038461538461538464,63.33508769499995,0.015543617578339277,1.0746190285066664
12433,1,7,13375.87,373,0.01876675603217158,105.58156404726475,0.009382485694773058,0.5058024967223678
12434,85,2,806.14,176,0.011363636363636364,0.0,1.0,0.40987527813140384
12435,80,2,7829.89,189,0.010582010582010581,0.0,1.0,0.023135269487102577
12436,100,1,509.01,1,1.0,0.0,1.0,0.0
12437,2,18,4951.41,330,0.05454545454545454,19.356751368176734,0.04912375171822741,0.574896874430678
12438,14,2,2906.85,126,0.015873015873015872,0.0,1.0,0.5481564452453309
12441,367,1,173.55,1,1.0,0.0,1.0,0.0
12442,3,1,172.06,1,1.0,0.0,1.0,0.0
12444,21,5,5005.46,150,0.03333333333333333,9.03234926989282,0.09967755040197913,0.5059752097213192
12445,22,1,133.4,1,1.0,0.0,1.0,0.0
12446,58,1,1002.31,1,1.0,0.0,1.0,0.0
12447,243,1,476.49,1,1.0,0.0,1.0,0.0
12448,44,1,449.45,1,1.0,0.0,1.0,0.0
12449,22,4,4067.29,165,0.024242424242424242,16.165807537309522,0.05825534265291749,0.24958369671298392
12450,156,2,197.88,18,0.1111111111111111,0.0,1.0,0.04202332598925507
12451,11,5,9035.52,314,0.01592356687898089,63.53148825582476,0.01549631082481253,0.6354455065570607
12452,17,2,430.5700000000001,1,2.0,0.0,1.0,0.8886911851064596
12453,134,1,707.09,1,1.0,0.0,1.0,0.0
12454,56,1,3528.34,1,1.0,0.0,1.0,0.0
12455,73,6,2466.86,224,0.026785714285714284,38.880586415330725,0.02507485696387815,1.538311968994881
12456,44,3,3181.04,211,0.014218009478672985,26.16295090390226,0.036814851359037684,0.21664928333988853
12457,66,7,2363.23,173,0.04046242774566474,58.478771076918726,0.016812721276752454,0.750547264715286
12458,71,2,947.4,214,0.009345794392523364,0.0,1.0,0.09487799664812525
12461,94,2,826.88,61,0.03278688524590164,0.0,1.0,0.730093224537813
12462,19,2,1189.59,285,0.007017543859649123,0.0,1.0,0.3978162933253548
12463,53,4,1344.78,189,0.021164021164021163,51.11751167652823,0.01918740875824205,0.08119729647449389
12464,10,8,1212.05,300,0.02666666666666667,33.10445229730832,0.029321684784215832,0.5433389124242003
12465,17,2,742.19,153,0.013071895424836602,0.0,1.0,0.2661737459786546
12468,188,2,729.54,129,0.015503875968992248,0.0,1.0,0.5589859676589436
12471,2,30,19788.65,363,0.08264462809917356,14.616695360143192,0.06403403389376425,0.9334720200340552
12472,32,7,6572.11,337,0.020771513353115726,26.867576494106544,0.035883995876407865,0.5268746977458434
12473,29,5,3928.05,163,0.03067484662576687,34.7598906787694,0.027964291305669416,0.7869497954273235
12474,17,18,7324.09,313,0.05750798722044728,14.946719097002722,0.06270882392278145,0.6229878733634028
12475,54,1,723.38,1,1.0,0.0,1.0,0.0
12476,16,11,6816.42,346,0.031791907514450865,26.218949889980973,0.03673911021703634,0.8509876206251564
12477,23,6,13219.74,279,0.021505376344086023,50.122849081032896,0.01956072515471385,0.5140606302540253
12478,4,1,680.99,1,1.0,0.0,1.0,0.0
12479,11,1,527.2,1,1.0,0.0,1.0,0.0
12480,28,4,3281.63,308,0.012987012987012988,30.072135496724094,0.03218317582663184,0.2914439441498879
12481,23,10,5579.82,343,0.029154518950437316,38.40572873934304,0.025377020854371126,0.7014782637016909
12483,17,8,2484.98,323,0.02476780185758514,40.16928464102178,0.02428995326782003,0.5649161493046416
12484,33,6,4527.32,304,0.019736842105263157,64.65833279632254,0.015230359307204478,0.6726888546653841
12488,10,3,1298.66,66,0.045454545454545456,4.949747468305833,0.1680743603534397,0.4385297130132974
12489,336,1,334.93,1,1.0,0.0,1.0,0.0
12490,5,10,5417.93,325,0.03076923076923077,34.590461112855955,0.028097416238273488,0.43133015009937303
12491,39,1,460.4,1,1.0,0.0,1.0,0.0
12492,63,2,263.21000000000004,43,0.046511627906976744,0.0,1.0,0.05603984444189556
12493,166,2,433.74,32,0.0625,0.0,1.0,0.10192353935487374
12494,16,7,1246.1,350,0.02,44.94737663831635,0.021764028181014406,0.7342148749583097
12497,82,1,1043.1,1,1.0,0.0,1.0,0.0
12498,21,3,403.7000000000001,37,0.08108108108108109,25.45584412271571,0.0377988317198079,0.8074331070993286
12500,23,11,4257.82,311,0.03536977491961415,30.52521726194408,0.0317206378528962,0.7731098281430865
12501,337,1,2169.39,1,1.0,0.0,1.0,0.0
12502,96,5,3723.87,215,0.023255813953488372,25.578311124857326,0.03762466303078044,0.2927393522159283
12504,18,2,482.05,13,0.15384615384615385,0.0,1.0,1.22263977205474
12506,233,1,73.5,1,1.0,0.0,1.0,0.0
12507,134,3,1304.81,165,0.01818181818181818,86.2670273047588,0.011459081750404354,0.8798946571929457
12508,26,2,397.88,3,0.6666666666666666,0.0,1.0,0.5392693316659445
12509,284,1,176.5,1,1.0,0.0,1.0,0.0
12510,143,2,982.57,183,0.01092896174863388,0.0,1.0,0.5462577458374068
12512,66,2,132.18,1,2.0,0.0,1.0,1.0782602724766268
12513,113,1,612.29,1,1.0,0.0,1.0,0.0
12514,267,1,1017.68,1,1.0,0.0,1.0,0.0
12515,353,1,383.7,1,1.0,0.0,1.0,0.0
12516,78,2,1312.06,103,0.019417475728155338,0.0,1.0,0.15700070690003892
12517,28,5,2481.6,162,0.030864197530864196,27.676705006196094,0.03487150981202104,0.5891647599755295
12518,1,5,2056.89,110,0.045454545454545456,6.48074069840786,0.13367660240019172,0.2181952427953716
12519,64,1,330.84000000000003,1,1.0,0.0,1.0,0.0
12520,79,5,2634.26,195,0.02564102564102564,23.7679756535273,0.04037471669016221,0.5454854596346416
12521,143,1,599.68,1,1.0,0.0,1.0,0.0
12522,39,2,192.72,13,0.15384615384615385,0.0,1.0,0.10214743040801923
12523,19,11,1789.77,313,0.03514376996805112,31.83568926709631,0.030454667537680436,0.31290524724847696
12524,9,8,4485.72,325,0.024615384615384615,29.099991818031906,0.033222600392898885,0.5842270762359202
12526,1,3,1316.66,94,0.031914893617021274,9.192388155425117,0.09811243299910322,0.3192842766715465
12527,82,3,348.71000000000004,244,0.012295081967213115,129.4005409571382,0.007668679843350447,0.4000036271204423
12528,9,6,1933.48,304,0.019736842105263157,38.161498922343185,0.025535284080494183,0.2957982007372991
12530,60,4,1662.28,278,0.014388489208633094,24.576411454889016,0.03909852645918576,0.052478666606578614
12531,15,1,125.22,1,1.0,0.0,1.0,0.0
12532,30,1,349.83000000000004,1,1.0,0.0,1.0,0.0
12534,131,1,1089.18,1,1.0,0.0,1.0,0.0
12535,92,2,716.35,95,0.021052631578947368,0.0,1.0,0.05241483922803889
12536,43,3,12601.830000000002,16,0.1875,10.606601717798213,0.08615786293989429,0.016307776594196778
12538,29,1,363.95,1,1.0,0.0,1.0,0.0
12539,22,4,5568.35,312,0.01282051282051282,118.93835938557979,0.00833761613150955,0.26875240496279
12540,20,17,13400.24,343,0.04956268221574344,12.805597734324367,0.07243438634415195,0.5015966557360362
12541,30,3,981.18,252,0.011904761904761904,25.45584412271571,0.0377988317198079,0.3405368472228092
12544,36,1,372.7,1,1.0,0.0,1.0,0.0
12545,75,2,1000.39,185,0.010810810810810811,0.0,1.0,0.3617703023289904
12546,47,2,1161.5,32,0.0625,0.0,1.0,0.4369877292601841
12547,198,2,207.8,83,0.024096385542168676,0.0,1.0,0.7554268788422212
12548,166,1,95.2,1,1.0,0.0,1.0,0.0
12550,79,1,964.83,1,1.0,0.0,1.0,0.0
12551,358,1,168.0,1,1.0,0.0,1.0,0.0
12552,39,2,437.82,1,2.0,0.0,1.0,0.6389834336225975
12553,8,10,3692.28,322,0.031055900621118012,15.594692829435418,0.06026022959739363,0.4902809255802554
12556,50,2,599.56,101,0.019801980198019802,0.0,1.0,0.04231601726094683
12557,16,5,11990.96,356,0.014044943820224719,43.36184959154764,0.022541891494770594,0.6627576976387357
12558,8,1,269.96,1,1.0,0.0,1.0,0.0
12559,311,2,561.71,9,0.2222222222222222,0.0,1.0,1.0335383195773251
12560,5,3,2134.01,138,0.021739130434782608,53.74011537017761,0.018268138333972155,0.8073201761598797
12561,303,1,238.85,1,1.0,0.0,1.0,0.0
12562,8,7,3781.74,191,0.03664921465968586,13.633292583476182,0.06833732014141461,0.19278758845857924
12564,261,1,456.9,1,1.0,0.0,1.0,0.0
12565,289,1,145.92000000000002,1,1.0,0.0,1.0,0.0
12566,86,1,351.65,1,1.0,0.0,1.0,0.0
12567,23,10,9401.28,347,0.02881844380403458,39.73488531644594,0.02454898282471091,0.5612271087847649
12569,2,32,4124.6900000000005,251,0.12749003984063745,8.98720715645958,0.10012809230188188,0.590568497781938
12571,40,2,519.61,82,0.024390243902439025,0.0,1.0,0.06235375130187561
12572,9,2,1020.42,44,0.045454545454545456,0.0,1.0,0.06244924944682749
12573,227,1,160.54000000000002,1,1.0,0.0,1.0,0.0
12574,316,1,218.45,1,1.0,0.0,1.0,0.0
12576,36,5,1315.83,269,0.01858736059479554,13.904435743076137,0.06709411998133176,0.3061836494183723
12577,35,3,626.6,324,0.009259259259259259,228.39549032325485,0.004359283604881859,0.5414686224111183
12578,21,2,2794.51,309,0.006472491909385114,0.0,1.0,0.2139708343527018
12579,78,1,440.42,1,1.0,0.0,1.0,0.0
12580,247,1,415.7,1,1.0,0.0,1.0,0.0
12581,40,1,197.71,1,1.0,0.0,1.0,0.0
12582,239,2,511.36,50,0.04,0.0,1.0,0.2794355020771619
12583,3,15,7281.38,371,0.04043126684636118,17.57620769458181,0.053832300781804544,0.4345763574905691
12584,4,9,2338.15,277,0.032490974729241874,28.137417893514776,0.034320131030642,0.5503036484706433
12585,234,2,2040.1,118,0.01694915254237288,0.0,1.0,0.3366217861322361
12586,17,1,196.94000000000003,1,1.0,0.0,1.0,0.0
12587,8,1,144.0,1,1.0,0.0,1.0,0.0
12588,39,1,214.9,1,1.0,0.0,1.0,0.0
12589,29,2,646.68,116,0.017241379310344827,0.0,1.0,0.8390633073719754
12590,211,2,9864.26,1,2.0,0.0,1.0,1.2642512351187185
12591,317,1,452.85,1,1.0,0.0,1.0,0.0
12592,92,2,437.6,122,0.01639344262295082,0.0,1.0,0.0840254858813996
12593,109,3,418.1,111,0.02702702702702703,48.08326112068523,0.020373544405315983,0.6016606272463939
12594,38,10,3338.2200000000003,286,0.03496503496503497,25.267458210996303,0.03806991875526699,0.7857281944981759
12596,51,2,618.27,191,0.010471204188481676,0.0,1.0,0.17926135326504514
12597,19,4,3811.22,249,0.01606425702811245,60.53373714990124,0.01625124762963637,0.9083893436298718
12598,10,8,3023.08,276,0.028985507246376812,33.92849624051819,0.02862991848014251,0.5923407105533933
12599,29,7,1032.58,276,0.025362318840579712,34.42479726398787,0.028228813634357187,0.2917902663350776
12600,29,10,2599.04,343,0.029154518950437316,15.459624833740307,0.06075472619218616,0.42640383676369814
12601,190,5,577.0600000000001,143,0.03496503496503497,17.017148213885115,0.055502679343523355,0.26458572047070655
12602,59,1,153.12,1,1.0,0.0,1.0,0.0
12603,22,1,739.1999999999999,1,1.0,0.0,1.0,0.0
12604,79,2,254.18,183,0.01092896174863388,0.0,1.0,0.5720726984153027
12607,60,1,1579.51,1,1.0,0.0,1.0,0.0
12609,78,3,1126.85,241,0.012448132780082987,16.97056274847714,0.05564656009922349,0.3203505456540367
12610,23,5,2099.54,104,0.04807692307692308,25.38208029299411,0.03790451658452252,0.7407673645316837
12611,52,1,1193.32,1,1.0,0.0,1.0,0.0
12612,74,1,704.04,1,1.0,0.0,1.0,0.0
12613,57,5,3344.38,205,0.024390243902439025,66.56325312562981,0.014800945095709943,1.1142295852634037
12614,278,1,315.6,1,1.0,0.0,1.0,0.0
12615,2,4,2291.19,167,0.023952095808383235,35.510561809129406,0.027389334769150325,0.18425783287638123
12616,95,2,713.3,203,0.009852216748768473,0.0,1.0,0.40069053828067086
12617,29,1,352.98,1,1.0,0.0,1.0,0.0
12618,22,1,177.31,1,1.0,0.0,1.0,0.0
12619,16,9,3641.24,238,0.037815126050420166,22.315513501982043,0.04288989817509232,0.36433475824406686
12620,15,3,1339.41,190,0.015789473684210527,40.30508652763321,0.02421009333392868,0.224843543615123
12621,2,20,13689.67,365,0.0547945205479452,15.5856434163545,0.0602931086178988,0.4643827193152619
12622,232,1,180.1,1,1.0,0.0,1.0,0.0
12623,276,1,305.1,1,1.0,0.0,1.0,0.0
12624,106,2,641.13,72,0.027777777777777776,0.0,1.0,0.09098982959445069
12625,212,2,2683.82,108,0.018518518518518517,0.0,1.0,0.3948997801319183
12626,23,9,6620.4800000000005,304,0.029605263157894735,48.51509338045518,0.020195862144828845,0.6307971187050891
12627,11,7,4478.53,130,0.05384615384615385,18.91472089846072,0.05021411071230698,0.5387831984782777
12628,4,3,786.46,61,0.04918032786885246,2.1213203435596424,0.32037724101704074,0.23996299884254255
12630,10,2,1270.88,35,0.05714285714285714,0.0,1.0,0.1476662940064441
12631,57,1,640.5,1,1.0,0.0,1.0,0.0
12633,59,4,2163.98,230,0.017391304347826087,13.228756555322953,0.07028021008806296,0.726305561082596
12635,90,2,1689.18,66,0.030303030303030304,0.0,1.0,0.26950079075521816
12637,67,8,6002.9,257,0.0311284046692607,32.22170223992046,0.03010080557516893,0.7545577239191039
12638,33,1,671.69,1,1.0,0.0,1.0,0.0
12639,239,1,486.1,1,1.0,0.0,1.0,0.0
12640,24,3,1174.58,58,0.05172413793103448,38.890872965260115,0.025068390979331865,0.8868699998088793
12641,115,1,185.9,1,1.0,0.0,1.0,0.0
12642,25,3,1013.26,83,0.03614457831325301,22.627416997969522,0.04232371232479358,0.11866669051196971
12643,128,6,3344.64,205,0.02926829268292683,43.8782406210641,0.022282513444402696,0.7123631631782763
12644,130,1,477.91,1,1.0,0.0,1.0,0.0
12645,34,4,1775.18,283,0.014134275618374558,17.616280348965084,0.05371642354191298,0.13531483988847312
12646,5,2,1346.97,45,0.044444444444444446,0.0,1.0,0.12222143091223421
12647,22,12,3722.82,347,0.0345821325648415,27.020194468043883,0.03568854602848911,0.4264732137412033
12648,155,1,318.05,1,1.0,0.0,1.0,0.0
12649,107,3,623.51,106,0.02830188679245283,74.24621202458749,0.013289705529272881,0.871777879720749
12650,3,1,314.44,1,1.0,0.0,1.0,0.0
12651,335,1,114.0,1,1.0,0.0,1.0,0.0
12652,331,1,919.98,1,1.0,0.0,1.0,0.0
12653,149,2,2209.85,148,0.013513513513513514,0.0,1.0,0.4170293313665758
12654,11,5,601.98,285,0.017543859649122806,72.25591094621025,0.013650775576789589,0.4296499773037334
12656,17,5,4051.17,217,0.02304147465437788,24.404576073624664,0.039362987089487864,0.3744613796877056
12657,11,4,1643.18,68,0.058823529411764705,19.28730152198591,0.049291917849018624,0.6152931466913586
12658,19,1,686.05,1,1.0,0.0,1.0,0.0
12659,30,1,91.68,1,1.0,0.0,1.0,0.0
12660,11,1,245.1,1,1.0,0.0,1.0,0.0
12662,1,11,3849.78,373,0.029490616621983913,18.103406677565783,0.05234668438349045,0.34508628150249926
12664,8,9,4881.88,315,0.02857142857142857,34.48705761379395,0.028179287527385653,0.41504951280266544
12665,325,1,63.0,1,1.0,0.0,1.0,0.0
12667,58,1,620.13,1,1.0,0.0,1.0,0.0
12668,12,4,3807.15,344,0.011627906976744186,115.00144926623028,0.008620581952428371,0.42176822207405457
12669,151,3,2744.03,106,0.02830188679245283,64.34671708797582,0.015302987580136691,0.4196705649822776
12670,10,5,2996.05,223,0.02242152466367713,37.133767202731626,0.02622347786106921,0.19989286678328533
12672,330,1,225.9,1,1.0,0.0,1.0,0.0
12673,5,2,610.52,322,0.006211180124223602,0.0,1.0,0.39082439927207724
12674,39,4,1970.6,170,0.023529411764705882,21.197484127446195,0.04505015047014021,0.20195123243541124
12676,25,6,1331.39,287,0.020905923344947737,10.545141061171254,0.0866165250560005,0.6458647583438459
12678,42,12,17628.46,312,0.038461538461538464,25.139971794299647,0.03825558833303984,1.7230505024320597
12679,59,4,1113.02,226,0.017699115044247787,44.06056437828882,0.02219235408604474,1.236185063321508
12680,1,4,862.81,113,0.035398230088495575,30.512292604784715,0.0317336479621341,0.39472158266474267
12681,15,22,13787.54,354,0.062146892655367235,17.436005440303283,0.05424168501349441,0.4176210637208599
12682,4,31,12279.82,368,0.08423913043478261,11.084886677078758,0.08274798322243986,0.4913466819488021
12683,4,15,8476.57,362,0.04143646408839779,23.67650571931853,0.040524376156593704,0.6059171695659139
12684,8,7,2283.63,206,0.03398058252427184,37.30102768914908,0.026108960002744423,0.5431886576071654
12685,28,6,2863.08,66,0.09090909090909091,8.734987120768983,0.10272227252017241,0.6404552986962487
12686,372,1,89.14,1,1.0,0.0,1.0,0.0
12688,114,1,4873.81,1,1.0,0.0,1.0,0.0
12689,26,2,1247.61,102,0.0196078431372549,0.0,1.0,0.2556695353461831
12690,206,1,389.01,1,1.0,0.0,1.0,0.0
12691,28,6,1035.8,330,0.01818181818181818,66.9686493816323,0.0147126654582346,0.49543032741693427
12693,127,4,855.91,193,0.02072538860103627,17.672954855748753,0.053553388187629815,0.1643952465250673
12694,70,2,869.67,113,0.017699115044247787,0.0,1.0,0.015171976194350723
12695,7,4,582.1,204,0.0196078431372549,31.480152477394387,0.03078803280544888,0.5165605490962449
12697,29,3,957.59,141,0.02127659574468085,45.96194077712559,0.0212938388714779,0.2694435340583506
12700,8,4,4939.99,208,0.019230769230769232,18.475208614068027,0.05134733187287372,0.15968655629504555
12701,80,2,797.71,163,0.012269938650306749,0.0,1.0,0.21903459356306904
12702,20,1,219.0,1,1.0,0.0,1.0,0.0
12703,71,1,283.55,1,1.0,0.0,1.0,0.0
12704,7,8,2340.84,163,0.049079754601226995,15.349887544182453,0.06116250018831572,0.5313633336712524
12705,15,9,6868.29,342,0.02631578947368421,37.84838173555113,0.02574109796405946,0.5287315093472977
12707,292,1,603.42,1,1.0,0.0,1.0,0.0
12708,30,10,2712.91,339,0.029498525073746312,20.841331797922873,0.04578475384431918,0.39773553216330404
12709,15,15,9706.52,352,0.04261363636363636,11.112066503491688,0.08256229436254484,0.5016893160464221
12710,97,3,1149.02,105,0.02857142857142857,17.67766952966369,0.05353987007917717,0.8471544573860347
12712,29,13,4396.13,343,0.037900874635568516,17.034723895086127,0.05544858938885487,0.5686366191771708
12713,1,1,848.55,1,1.0,0.0,1.0,0.0
12714,9,5,4708.86,286,0.017482517482517484,30.923292192132454,0.031325089968209846,0.32664759424609313
12715,106,1,343.36,1,1.0,0.0,1.0,0.0
12716,4,2,1053.49,130,0.015384615384615385,0.0,1.0,0.4058234079497767
12717,151,2,1030.98,95,0.021052631578947368,0.0,1.0,0.25856879523106985
12718,71,1,238.25,1,1.0,0.0,1.0,0.0
12719,5,2,644.95,60,0.03333333333333333,0.0,1.0,0.17048624618111194
12720,3,25,5781.7300000000005,367,0.0681198910081744,11.802419304925381,0.0781102365250041,0.623194592891878
12721,32,6,2656.13,324,0.018518518518518517,22.67156809750927,0.0422447721199011,0.3060894974778858
12722,85,4,997.63,66,0.06060606060606061,16.522711641858304,0.05706879280094966,0.9989870357699699
12723,4,5,725.07,62,0.08064516129032258,22.715633383201094,0.04216627841398271,0.9822861478521409
12724,5,4,1031.41,328,0.012195121951219513,43.66157731156002,0.022390610905297426,0.7486311411003502
12725,371,1,427.8,1,1.0,0.0,1.0,0.0
12726,28,7,2609.1,330,0.021212121212121213,23.549239195070964,0.04073445991763287,0.5336369575600012
12727,11,7,3980.7,310,0.02258064516129032,42.9391041670255,0.022758770779638678,0.4897168876599579
12728,71,4,836.33,262,0.015267175572519083,86.72562097404281,0.011399178357436656,0.17649260993195678
12729,114,1,453.01,1,1.0,0.0,1.0,0.0
12731,24,12,18895.91,342,0.03508771929824561,20.752217844234035,0.04597232370330802,0.5351410401690248
12732,180,1,236.26,1,1.0,0.0,1.0,0.0
12733,234,1,383.95,1,1.0,0.0,1.0,0.0
12734,353,1,110.4,1,1.0,0.0,1.0,0.0
12735,315,2,779.5699999999999,22,0.09090909090909091,0.0,1.0,0.25402763720910837
12736,333,1,234.0,1,1.0,0.0,1.0,0.0
12738,372,1,155.35,1,1.0,0.0,1.0,0.0
12739,78,2,1013.04,21,0.09523809523809523,0.0,1.0,1.3095128425811993
12740,64,1,427.6,1,1.0,0.0,1.0,0.0
12743,134,2,540.13,1,2.0,0.0,1.0,0.39135486117769147
12744,52,7,21279.29,267,0.026217228464419477,48.133148660772235,0.020352858045069623,0.5690275202475863
12747,2,11,4196.01,367,0.02997275204359673,17.461385970191486,0.05416711408421021,0.2873741203025233
12748,1,209,33053.19,373,0.5603217158176944,3.1354739005765278,0.2418102553761951,1.5263205164787805
12749,4,5,4090.88,210,0.023809523809523808,50.940324563813554,0.01925286390483383,0.8166011584916583
12750,129,1,275.88,1,1.0,0.0,1.0,0.0
12752,81,1,4366.78,1,1.0,0.0,1.0,0.0
12753,23,6,21429.39,340,0.01764705882352941,43.28163582860518,0.02258272489911082,0.5439501124158492
12754,236,3,3010.74,73,0.0410958904109589,7.0710678118654755,0.12389934309929541,1.6789411041907358
12755,281,2,3811.95,86,0.023255813953488372,0.0,1.0,1.4011916454960909
12756,87,1,112.08,1,1.0,0.0,1.0,0.0
12757,16,13,7834.650000000001,196,0.0663265306122449,23.06840946297588,0.04154823780683501,0.7995092278060044
12758,117,2,2791.59,160,0.0125,0.0,1.0,0.17669627288395207
12759,52,3,1531.44,224,0.013392857142857142,10.606601717798213,0.08615786293989429,0.21589940054346546
12762,8,2,1898.52,18,0.1111111111111111,0.0,1.0,0.7265338558060883
12763,138,2,494.08,231,0.008658008658008658,0.0,1.0,0.4181272611549986
12764,317,1,1693.88,1,1.0,0.0,1.0,0.0
12766,4,7,6989.63,363,0.01928374655647383,25.13961017995307,0.0382561175593551,0.24150110370719916
12769,239,1,1143.6,1,1.0,0.0,1.0,0.0
12770,211,1,1351.45,1,1.0,0.0,1.0,0.0
12772,60,1,892.47,1,1.0,0.0,1.0,0.0
