CustomerID,Recency,Frequency,Monetary,Spending_Mean,Spending_Std,Spending_CV,Interval_Mean,Interval_Std,Interval_CV,Behavioural_Entropy,Average_Basket_Value
12374,25,1,742.9300000000001,22.513030303030305,19.774010639733735,0.8783362512096876,0.0,0.0,0.0,2.109391925596386,22.513030303030305
12375,11,2,457.5,26.91176470588235,14.672205115154863,0.5451966928035687,5.4375,21.75,4.0,1.4253366217394134,26.91176470588235
12377,315,2,1628.12,21.144415584415587,15.531661592534688,0.7345514720199806,0.5131578947368421,4.473606810475954,8.717797887081346,1.5477814930531726,21.144415584415587
12378,130,1,4008.62,18.30420091324201,8.958342412809236,0.4894145587272484,0.0,0.0,0.0,2.213237686769289,18.30420091324201
12379,82,2,852.24,21.306,12.201029969133439,0.572656996579998,2.2564102564102564,14.091277534847666,6.244997998398397,1.7119948591762129,21.306
12380,22,4,2724.81,26.200096153846154,27.08885288224848,1.0339218880413101,1.5728155339805825,11.198390939867625,7.119964609915836,2.1410780415078428,26.200096153846154
12381,5,5,1845.31,21.21045977011494,25.892950235134975,1.22076327037557,1.313953488372093,7.561919500959243,5.755089177721194,2.0411398239301985,21.21045977011494
12383,185,5,1850.56,18.69252525252525,12.680055152091024,0.678348964668539,1.683673469387755,8.825451641461967,5.24178339917135,2.106206278007072,18.69252525252525
12384,29,2,585.27,21.676666666666666,17.295302608156128,0.7978764850756326,3.5384615384615383,18.042684432712928,5.0990195135927845,1.869779602873853,21.676666666666666
12386,338,2,401.9,40.19,22.821064830546362,0.5678294309665679,3.2222222222222223,9.666666666666666,2.9999999999999996,1.8343719702816237,40.19
12388,16,6,2780.6600000000003,27.806600000000003,16.84279813241532,0.6057122457407709,3.121212121212121,15.983583879024469,5.120954058328228,1.9616971900814797,27.806600000000003
12390,80,1,549.84,17.1825,7.172142344268664,0.4174097101276685,0.0,0.0,0.0,2.0711987132229703,17.1825
12391,22,1,439.66,4.72752688172043,5.703881336025948,1.2065254156630423,0.0,0.0,0.0,1.2834239265517216,4.72752688172043
12393,72,4,1582.6,24.728125000000002,18.045403220237354,0.7297521838084106,4.111111111111111,24.016869817740478,5.841941307017954,2.090619764771209,24.728125000000002
12394,64,2,1272.48,47.12888888888889,64.92458923381407,1.3775964331957908,5.884615384615385,30.005768676142157,5.0990195135927845,2.0211781082196794,47.12888888888889
12395,19,12,3018.63,19.350192307692307,12.640153861413182,0.6532314335908861,2.232258064516129,9.561706196464929,4.283423296104231,2.284987990268352,19.350192307692307
12397,36,2,2409.9,19.126190476190477,15.703009487720134,0.8210212853034303,0.792,8.854829190899167,11.180339887498947,2.2889628301619886,19.126190476190477
12398,46,1,1635.66,19.24305882352941,22.43008874276701,1.1656197150600955,0.0,0.0,0.0,1.8956788562515254,19.24305882352941
12399,119,4,1108.65,18.790677966101697,10.49116802024393,0.5583176955706416,2.4482758620689653,11.044046445369437,4.510948548108644,2.009856417729697,18.790677966101697
12401,303,1,84.3,16.86,5.419340365764086,0.32143181291601935,0.0,0.0,0.0,1.3321790402101223,16.86
12402,323,1,225.6,20.50909090909091,7.2340105813379285,0.3527221471397039,0.0,0.0,0.0,1.2406842919533958,20.50909090909091
12403,50,1,427.7,85.53999999999999,64.97959679776415,0.7596398970980144,0.0,0.0,0.0,1.3321790402101223,85.53999999999999
12405,149,1,1710.39,31.67388888888889,42.769103308331616,1.3502953002823375,0.0,0.0,0.0,2.1665973771195457,31.67388888888889
12406,22,2,3415.3,32.52666666666667,23.678103145939364,0.7279597195923149,1.5480769230769231,15.787348878623815,10.198039027185569,1.722471072586695,32.52666666666667
12407,50,5,1708.12,22.18337662337662,16.695276404955607,0.7526030274111783,2.789473684210526,13.572831480054738,4.865732040019624,2.484679368357035,22.18337662337662
12408,33,5,2888.55,27.51,24.172746971617563,0.8786894573470578,2.173076923076923,12.7320727251112,5.859006917750287,2.2456813083567995,27.51
12409,79,3,11072.67,101.58412844036697,61.50616794139595,0.605470252939188,0.9537037037037037,9.911179621088575,10.392304845413262,2.5542830018394174,101.58412844036697
12410,309,2,693.33,26.66653846153846,28.210280245656218,1.0578905952245852,0.0,0.0,0.0,1.647265561830961,26.66653846153846
12412,75,3,1226.88,20.112786885245903,12.510621638051878,0.6220232784959935,1.55,8.888051396516484,5.73422670742999,1.8452982459481866,20.112786885245903
12413,67,3,758.1,19.95,10.267213627643855,0.514647299631271,7.27027027027027,31.887518150740636,4.38601550772269,1.9171259997008776,19.95
12414,217,3,562.4100000000001,31.245000000000005,18.572886072412754,0.5944274627112418,5.411764705882353,19.884223719853296,3.674258730842457,2.000085221490662,31.245000000000005
12415,24,21,124914.53,174.95032212885152,181.1023956131187,1.035164687949166,0.42496493688639553,3.5020530944829833,8.24080480648966,3.2069046741324905,174.95032212885152
12417,3,9,3649.1,19.005729166666665,11.076127647062123,0.5827783585640097,1.8324607329842932,9.27777160842984,5.0630125063145694,2.218720070051645,19.005729166666665
12418,113,1,668.58,19.664117647058823,16.13403350302239,0.8204809283896636,0.0,0.0,0.0,2.185437997747357,19.664117647058823
12420,64,1,600.39,20.70310344827586,9.201862041164851,0.44446776127813703,0.0,0.0,0.0,2.1665060357506847,20.70310344827586
12421,16,4,807.04,17.93422222222222,11.561200883065126,0.6446446765190458,6.840909090909091,27.25157830446829,3.9836194199222748,2.208504507091102,17.93422222222222
12422,96,3,803.5600000000001,20.604102564102565,17.520070403299535,0.85031951033984,6.0,27.583779017111944,4.59729650285199,1.672415949577804,20.604102564102565
12423,1,8,1859.31,14.87448,7.838852929581782,0.5270001324134882,2.814516129032258,13.968819479474428,4.9631335686384785,2.0575872687571093,14.87448
12424,163,2,1760.96,58.69866666666667,62.474226064024606,1.064321041886663,0.0,0.0,0.0,2.2455821150154462,58.69866666666667
12425,78,1,777.2,21.58888888888889,14.685976941632408,0.6802562659531224,0.0,0.0,0.0,2.0197157274333923,21.58888888888889
12426,195,1,582.73,19.424333333333333,11.490219434096032,0.5915373895678633,0.0,0.0,0.0,1.496835936553077,19.424333333333333
12427,22,3,825.8000000000001,26.638709677419357,17.504324559364463,0.6571010672563554,11.633333333333333,56.96489138561322,4.8966955345799335,1.7795973571462171,26.638709677419357
12428,26,9,7956.46,27.062789115646257,43.42766763742172,1.6047003674249587,0.8703071672354948,7.7973194534243495,8.959272940601311,2.336738692491842,27.062789115646257
12429,9,4,3750.4,38.66391752577319,35.84802256740429,0.9271699522819477,3.6979166666666665,22.254565370381005,6.018135987483315,2.007632500205572,38.66391752577319
12430,43,1,256.4,23.30909090909091,14.033241574593843,0.6020501455558981,0.0,0.0,0.0,1.294545165844896,23.30909090909091
12431,36,15,6419.95,27.43568376068376,50.3752979156293,1.8361232894737898,1.4248927038626609,7.908129716528297,5.549982602262329,2.296277879570516,27.43568376068376
12432,43,5,5059.32,46.845555555555556,75.6796474737069,1.615513928188046,1.1962616822429906,12.27702198874012,10.262823068712445,2.2550321912823303,46.845555555555556
12433,1,7,13375.87,31.847309523809525,27.0369316523465,0.8489549684607827,0.883054892601432,13.68015271132283,15.491848610930447,2.4880614602994156,31.847309523809525
12434,85,2,806.14,16.122799999999998,8.336415331029793,0.5170575415579052,3.5714285714285716,25.000000000000004,7.000000000000001,1.9632258767422406,16.122799999999998
12435,80,2,7829.89,217.49694444444447,118.22086735838245,0.5435518538449158,5.371428571428571,31.777799977792228,5.916079783099617,2.350143311678954,217.49694444444447
12436,100,1,509.01,31.813125,18.84557161731459,0.5923835403568367,0.0,0.0,0.0,1.803719377768875,31.813125
12437,2,18,4951.41,24.88145728643216,18.247716430729014,0.7333861606522332,1.6262626262626263,7.663726755863976,4.7124779430467925,2.2395139594074394,24.88145728643216
12438,14,2,2906.85,29.66173469387755,40.54791789245686,1.3670110096705275,1.288659793814433,12.691827064170239,9.848857801796104,2.0496076378780277,29.66173469387755
12441,367,1,173.55,15.77727272727273,4.004083143265363,0.25378804134784777,0.0,0.0,0.0,1.594166699118017,15.77727272727273
12442,3,1,172.06,14.338333333333333,8.012192791822558,0.5587952661970865,0.0,0.0,0.0,1.4451858789480823,14.338333333333333
12444,21,5,5005.46,28.440113636363638,36.38456452930298,1.279339632552717,0.8514285714285714,5.707495144195748,6.703433894189637,1.9350737872515564,28.440113636363638
12445,22,1,133.4,33.35,16.22621335986927,0.48654312923146237,0.0,0.0,0.0,1.0397207708399179,33.35
12446,58,1,1002.31,17.584385964912283,6.119333243775087,0.34799811923973617,0.0,0.0,0.0,1.9897235719939446,17.584385964912283
12447,243,1,476.49,18.326538461538462,7.176101973805942,0.3915688709499769,0.0,0.0,0.0,1.7778064222841694,18.326538461538462
12448,44,1,449.45,20.429545454545455,19.12305152907218,0.9360488010670551,0.0,0.0,0.0,1.7510841931826246,20.429545454545455
12449,22,4,4067.29,21.294712041884818,17.994325824835112,0.845013813262272,0.8578947368421053,6.991742354583888,8.149883726202077,1.9338443167982695,21.294712041884818
12450,156,2,197.88,24.735,18.193495698031363,0.735536514980043,2.4285714285714284,6.425396041156863,2.6457513110645907,1.3862943611198906,24.735
12451,11,5,9035.52,25.524067796610172,21.135579050968854,0.8280646807314879,0.8810198300283286,10.115104989914439,11.481132030353045,2.558262298097387,25.524067796610172
12452,17,2,430.5700000000001,19.57136363636364,16.023037669155816,0.8186980716757505,0.0,0.0,0.0,1.936977902924339,19.57136363636364
12453,134,1,707.09,16.443953488372095,5.037722056802528,0.3063571093389931,0.0,0.0,0.0,1.8106035618046743,16.443953488372095
12454,56,1,3528.34,235.22266666666667,104.4952025875328,0.4442395117287427,0.0,0.0,0.0,1.8594288151492286,235.22266666666667
12455,73,6,2466.86,27.409555555555556,23.523037711380642,0.8582057328037496,2.4831460674157304,13.171174068906002,5.30422847118839,2.405340091457205,27.409555555555556
12456,44,3,3181.04,25.44832,34.238720340309676,1.3454216364895473,1.685483870967742,13.42632224521138,7.9658562603168,2.1162995862254546,25.44832
12457,66,7,2363.23,38.11661290322581,46.29048069629005,1.2144437076247268,2.7704918032786887,18.881554881791345,6.815235785735337,2.1822489292681855,38.11661290322581
12458,71,2,947.4,24.931578947368422,18.02832329094384,0.7231119749375827,5.756756756756757,35.01698429604111,6.08276253029822,2.2406561333472412,24.931578947368422
12461,94,2,826.88,23.62514285714286,32.83688746905623,1.3899127580990809,1.7647058823529411,10.28991510855053,5.8309518948453,1.7367638401293544,23.62514285714286
12462,19,2,1189.59,19.186935483870965,21.327398878292733,1.1115583776377993,4.655737704918033,36.36247390094245,7.810249675906653,1.8663495588744015,19.186935483870965
12463,53,4,1344.78,16.202168674698793,7.328468719731287,0.45231406158456916,2.268292682926829,14.201416013981424,6.260839317991811,1.80092671515446,16.202168674698793
12464,10,8,1212.05,41.79482758620689,26.566101335118464,0.635631317782629,10.571428571428571,24.314952831887858,2.3000631057191216,1.7356593352192315,41.79482758620689
12465,17,2,742.19,15.791276595744682,6.353031668294546,0.4023127344882626,3.3043478260869565,22.411177335544362,6.782329983125267,1.6522419950277165,15.791276595744682
12468,188,2,729.54,19.198421052631577,11.894366717135764,0.6195492162885641,3.4594594594594597,21.04307037508573,6.0827625302982185,1.9862665178647387,19.198421052631577
12471,2,30,19788.65,43.11252723311547,76.27398097613951,1.7691837122819412,0.7707423580786026,4.679422795297678,6.071319094182257,2.3836053256171583,43.11252723311547
12472,32,7,6572.11,19.386755162241887,15.530018825041692,0.801063339123833,0.9881656804733728,8.056173824132316,8.152654947774618,1.990668434052807,19.386755162241887
12473,29,5,3928.05,23.521257485029942,53.393613908786236,2.2700152805507314,0.9698795180722891,7.7650535706518555,8.006204302659677,2.271886091392901,23.521257485029942
12474,17,18,7324.09,17.355663507109004,10.205039596648508,0.5879947829403612,0.7197149643705463,4.566160825076794,6.344401674446636,2.0776657176275406,17.355663507109004
12475,54,1,723.38,20.093888888888888,10.97910594272536,0.5463902982362147,0.0,0.0,0.0,2.2225833998980606,20.093888888888888
12476,16,11,6816.42,29.255021459227468,26.005650763997817,0.8889294714837834,1.4698275862068966,8.657451509353749,5.890113636862374,2.384618613615671,29.255021459227468
12477,23,6,13219.74,44.065799999999996,48.76364839072834,1.1066098514205653,0.9264214046822743,9.184605823362647,9.91406910175246,2.40932303766877,44.065799999999996
12478,4,1,680.99,18.91638888888889,20.812875568850277,1.1002562746569111,0.0,0.0,0.0,1.7038259922969492,18.91638888888889
12479,11,1,527.2,17.006451612903227,9.067401152254927,0.5331741952198459,0.0,0.0,0.0,1.6636161472336266,17.006451612903227
12480,28,4,3281.63,21.309285714285714,28.908123428200177,1.3565974859880081,2.0065359477124183,14.646940012753042,7.2996150552156855,2.0574988533198253,21.309285714285714
12481,23,10,5579.82,25.8325,20.64966871179722,0.7993678007083023,1.5767441860465117,10.597672932919375,6.721237995804323,2.303629703053772,25.8325
12483,17,8,2484.98,33.133066666666664,31.40725948847776,0.9479128450272566,4.283783783783784,17.625884040994446,4.114559681493971,2.418613463924359,33.133066666666664
12484,33,6,4527.32,13.199183673469387,17.203992972140608,1.3034134078095272,0.8801169590643275,10.069856413942762,11.441497985277158,2.2960078551004215,13.199183673469387
12488,10,3,1298.66,23.612000000000002,16.826931830099472,0.7126432250592695,1.2037037037037037,6.232536748840427,5.177799760575124,2.155470069238091,23.612000000000002
12489,336,1,334.93,22.328666666666667,8.673208227200645,0.3884337724539745,0.0,0.0,0.0,1.5124035237566442,22.328666666666667
12490,5,10,5417.93,22.114,17.133910877765565,0.7747992619049274,1.3155737704918034,9.206971061665069,6.9984452929790555,2.263159507641075,22.114
12491,39,1,460.4,17.70769230769231,9.367493712916941,0.5290070298345796,0.0,0.0,0.0,2.054119627853983,17.70769230769231
12492,63,2,263.21000000000004,13.160500000000003,5.372805280200221,0.40825236732648607,2.210526315789474,9.635460822563592,4.358898943540672,1.773674807164117,13.160500000000003
12493,166,2,433.74,19.715454545454545,5.7762227955256185,0.2929794381462711,1.4761904761904763,6.764754597315765,4.582575694955841,1.38635042016015,19.715454545454545
12494,16,7,1246.1,16.18311688311688,7.523139437715911,0.46487580186511934,4.552631578947368,19.48633349253923,4.280235102407461,2.12131501012426,16.18311688311688
12497,82,1,1043.1,74.50714285714285,44.84968852109857,0.6019515284204583,0.0,0.0,0.0,1.569152946203119,74.50714285714285
12498,21,3,403.7000000000001,17.55217391304348,6.960856110175046,0.3965808534407383,1.6363636363636365,7.675225788801976,4.69041575982343,1.7037000162210374,17.55217391304348
12500,23,11,4257.82,69.80032786885245,96.51899053152205,1.3827870653110854,5.116666666666666,16.59088136998057,3.2425175315922936,2.4093187539693606,69.80032786885245
12501,337,1,2169.39,14.559664429530201,11.642558487285982,0.7996446994803199,0.0,0.0,0.0,2.3230970782628897,14.559664429530201
12502,96,5,3723.87,25.332448979591835,29.728509806771058,1.1735347747357845,1.4589041095890412,9.466548518848205,6.488807904938206,2.023831296040772,25.332448979591835
12504,18,2,482.05,53.5611111111111,46.544862617813266,0.8690047994198101,1.5,4.242640687119285,2.82842712474619,1.310783678099714,53.5611111111111
12506,233,1,73.5,3.1956521739130435,2.086586656124731,0.6529454842295077,0.0,0.0,0.0,0.0,3.1956521739130435
12507,134,3,1304.81,62.13380952380952,54.5300895356124,0.877623470273726,8.2,32.07327137730271,3.911374558207648,2.045576462153323,62.13380952380952
12508,26,2,397.88,5.851176470588236,4.4301640849001975,0.7571407403569252,0.029850746268656716,0.24433888871261047,8.18535277187245,1.9040986329872995,5.851176470588236
12509,284,1,176.5,25.214285714285715,18.9161684431977,0.7502163121948097,0.0,0.0,0.0,0.7963116401738131,25.214285714285715
12510,143,2,982.57,29.774848484848484,32.124828805109225,1.0789250135548658,5.6875,32.17335854398791,5.65685424949238,1.9253090510550808,29.774848484848484
12512,66,2,132.18,4.263870967741935,2.920629700845755,0.6849714081269361,0.0,0.0,0.0,0.9829903636138076,4.263870967741935
12513,113,1,612.29,17.494,9.986948600695868,0.5708785069564347,0.0,0.0,0.0,1.836172038305871,17.494
12514,267,1,1017.68,19.95450980392157,10.635650297696987,0.5329948168211484,0.0,0.0,0.0,1.7083792216633387,19.95450980392157
12515,353,1,383.7,23.98125,22.111873695671594,0.9220484209818752,0.0,0.0,0.0,1.64622455382987,23.98125
12516,78,2,1312.06,50.46384615384615,32.54597290933833,0.6449364325128399,4.08,20.4,5.0,1.9768977812900015,50.46384615384615
12517,28,5,2481.6,8.894623655913978,8.363324253769132,0.9402673544493826,0.5755395683453237,5.573892750469419,9.684638653940615,2.1253521329992395,8.894623655913978
12518,1,5,2056.89,16.58782258064516,8.975297314683546,0.5410774844647793,0.8780487804878049,4.914991062569896,5.597628710149047,2.002588270509406,16.58782258064516
12519,64,1,330.84000000000003,19.46117647058824,11.00820709877007,0.5656496212038785,0.0,0.0,0.0,1.5992212565872683,19.46117647058824
12520,79,5,2634.26,17.330657894736845,11.726679982218656,0.6766436712007301,1.2781456953642385,8.469678420024653,6.626535965926023,1.9002901383591815,17.330657894736845
12521,143,1,599.68,15.781052631578946,8.921051867890215,0.5653014457374403,0.0,0.0,0.0,1.7601694191782522,15.781052631578946
12522,39,2,192.72,16.06,4.292248827829067,0.2672633143106518,1.0909090909090908,3.6181361349331636,3.3166247903554003,2.138333059508028,16.06
12523,19,11,1789.77,16.884622641509434,5.421290511365846,0.32107857110398524,2.933333333333333,13.04744792807764,4.44799361184465,2.141763522920324,16.884622641509434
12524,9,8,4485.72,31.150833333333335,33.07600885140862,1.061801734081227,2.2447552447552446,11.591775121517932,5.163937203666867,2.654554009270199,31.150833333333335
12526,1,3,1316.66,18.54450704225352,8.519842518452757,0.4594267455608477,1.3285714285714285,7.880854490144074,5.931825960323497,1.9044201482746175,18.54450704225352
12527,82,3,348.71000000000004,19.37277777777778,13.665484131048844,0.7053962156487601,14.294117647058824,51.717700917918755,3.6181107638050154,1.7249347863977138,19.37277777777778
12528,9,6,1933.48,21.01608695652174,12.022408286335333,0.572057410649632,3.318681318681319,16.0082472639568,4.8236771556955915,2.284510727203524,21.01608695652174
12530,60,4,1662.28,25.186060606060607,19.07785642520893,0.7574767933583929,4.246153846153846,19.932723384888014,4.694300797165655,2.234912453298563,25.186060606060607
12531,15,1,125.22,7.365882352941177,6.801954736345584,0.9234405887068753,0.0,0.0,0.0,1.5176745294625686,7.365882352941177
12532,30,1,349.83000000000004,21.864375000000003,9.539831562978458,0.43631851187049514,0.0,0.0,0.0,1.2996509635498974,21.864375000000003
12534,131,1,1089.18,17.28857142857143,13.107948691309758,0.758185761354886,0.0,0.0,0.0,2.019322759996749,17.28857142857143
12535,92,2,716.35,21.069117647058825,8.924090775398799,0.4235626249229555,2.8484848484848486,16.3632996598356,5.7445626465380295,1.8173819862890284,21.069117647058825
12536,43,3,12601.830000000002,48.282873563218395,362.18342853366886,7.501281547782153,0.057692307692307696,0.9302605094190635,16.1245154965971,2.190590834538163,48.282873563218395
12538,29,1,363.95,17.33095238095238,7.189807997966221,0.41485360065198695,0.0,0.0,0.0,1.6905897978978939,17.33095238095238
12539,22,4,5568.35,20.396886446886448,17.993077023812585,0.8821482176050061,1.1397058823529411,14.876203932980049,13.05266925732443,1.981888668157188,20.396886446886448
12540,20,17,13400.24,28.03397489539749,29.064644578260108,1.0367650212539725,0.70020964360587,4.395884720618322,6.277955124954909,2.167912687654819,28.03397489539749
12541,30,3,981.18,18.868846153846153,12.460669363861442,0.6603832191043386,4.901960784313726,24.76792676181096,5.0526570594094355,2.0006785152573214,18.868846153846153
12544,36,1,372.7,19.61578947368421,10.293882927787461,0.5247753571987168,0.0,0.0,0.0,1.3066469989453455,19.61578947368421
12545,75,2,1000.39,20.0078,14.49607340078051,0.7245211068073707,3.7551020408163267,26.28571428571429,7.0,1.7717485028917932,20.0078
12546,47,2,1161.5,16.833333333333332,10.423762822155396,0.6192334349795285,0.45588235294117646,3.759302188063161,8.246211251235321,1.562767165882862,16.833333333333332
12547,198,2,207.8,25.975,4.709185552877331,0.18129684515408395,11.714285714285714,30.99308678675663,2.6457513110645907,0.9002560512685369,25.975
12548,166,1,95.2,19.04,5.1154667431232514,0.2686694718026918,0.0,0.0,0.0,0.5004024235381879,19.04
12550,79,1,964.83,16.92684210526316,17.690194838414094,1.0450971733772823,0.0,0.0,0.0,2.070777967397963,16.92684210526316
12551,358,1,168.0,16.8,3.1989581637360205,0.19041417641285835,0.0,0.0,0.0,0.0,16.8
12552,39,2,437.82,21.891,23.762512249782276,1.0854923141831017,0.0,0.0,0.0,1.7771358806162145,21.891
12553,8,10,3692.28,19.33130890052356,11.880807825798376,0.6145888975720937,1.668421052631579,8.15916744323526,4.890352726229335,2.20584143704011,19.33130890052356
12556,50,2,599.56,5.038319327731092,3.861140237166213,0.7663548072299343,0.847457627118644,9.205746178983233,10.862780491200215,1.6810117165176885,5.038319327731092
12557,16,5,11990.96,363.36242424242425,446.19750586925,1.2279682105257002,11.03125,32.57694056309789,2.953150419317656,2.2174650610676943,363.36242424242425
12558,8,1,269.96,24.54181818181818,22.013082391242627,0.8969621658900168,0.0,0.0,0.0,1.4681399390162087,24.54181818181818
12559,311,2,561.71,26.74809523809524,24.540081014342157,0.917451534245759,0.4,1.7888543819998317,4.472135954999579,2.0866739010750055,26.74809523809524
12560,5,3,2134.01,20.323904761904764,17.180256921113195,0.8453226445597187,1.3076923076923077,10.774905151815483,8.23963335138831,2.0199193269029028,20.323904761904764
12561,303,1,238.85,14.928125,4.683017857108812,0.3137043571854343,0.0,0.0,0.0,1.6674619334292948,14.928125
12562,8,7,3781.74,22.510357142857146,19.084931131101076,0.8478288909404085,1.125748502994012,6.309468540350244,5.604687479991973,1.979257180583152,22.510357142857146
12564,261,1,456.9,21.75714285714286,8.372563611497462,0.3848190760373094,0.0,0.0,0.0,1.794404993585193,21.75714285714286
12565,289,1,145.92000000000002,16.213333333333335,4.985759721446673,0.30750985124054314,0.0,0.0,0.0,0.936888307539016,16.213333333333335
12566,86,1,351.65,18.507894736842104,9.859135965605915,0.5326989431153488,0.0,0.0,0.0,2.0041506270010965,18.507894736842104
12567,23,10,9401.28,21.079103139013455,17.3024339679799,0.820833498174614,0.7707865168539326,7.569292549195945,9.820219196478703,2.2205328904675197,21.079103139013455
12569,2,32,4124.6900000000005,21.93984042553192,14.513757164608462,0.6615251926681497,1.267379679144385,4.599340191133769,3.629015256295421,2.219080526620179,21.93984042553192
12571,40,2,519.61,15.28264705882353,6.172507623041566,0.403889954356947,2.4545454545454546,14.100290132411523,5.744562646538028,1.553849422336182,15.28264705882353
12572,9,2,1020.42,17.007,11.707049057175709,0.6883664995105373,0.7288135593220338,5.598123172175427,7.68114574786861,1.7042466542093035,17.007
12573,227,1,160.54000000000002,5.733571428571429,7.948758213888326,1.3863537435459892,0.0,0.0,0.0,1.2620979543212703,5.733571428571429
12574,316,1,218.45,19.85909090909091,6.252552206172219,0.3148458423799241,0.0,0.0,0.0,1.7201934592198251,19.85909090909091
12576,36,5,1315.83,14.952613636363635,4.856508961927609,0.32479331573959375,3.0804597701149423,14.350446383791011,4.658540430559023,1.5794254288122485,14.952613636363635
12577,35,3,626.6,4.291780821917809,5.035080889660342,1.1731915255193262,2.2275862068965515,26.823689992758016,12.0415945787923,1.7575783610356264,4.291780821917809
12578,21,2,2794.51,24.51324561403509,25.465203831639116,1.0388344421050055,2.725663716814159,28.9742027462148,10.630145812734652,1.942473285920285,24.51324561403509
12579,78,1,440.42,15.18689655172414,8.532003659938383,0.5618003408978091,0.0,0.0,0.0,2.028421999546442,15.18689655172414
12580,247,1,415.7,17.320833333333333,6.165258848310155,0.35594470136984296,0.0,0.0,0.0,1.435989828544836,17.320833333333333
12581,40,1,197.71,13.180666666666667,3.775621929216557,0.2864515145326405,0.0,0.0,0.0,1.2048762065511598,13.180666666666667
12582,239,2,511.36,23.243636363636366,22.969411242211955,0.988202141991284,2.3333333333333335,10.692676621563628,4.58257569495584,1.9722469794234416,23.243636363636366
12583,3,15,7281.38,29.47927125506073,22.17591686712561,0.7522545817111627,1.4796747967479675,7.267876868764735,4.911806894824519,2.420739020856924,29.47927125506073
12584,4,9,2338.15,24.355729166666666,16.30945833072536,0.6696353953979148,2.863157894736842,12.208830538307174,4.264113607129344,1.8127352396860534,24.355729166666666
12585,234,2,2040.1,23.44942528735632,22.168976141315973,0.9453952866499141,1.3604651162790697,12.616434464802296,9.273618495495706,2.0163054118917003,23.44942528735632
