CustomerID,Recency,Frequency,Monetary,Customer_Lifetime_Days,Purchase_Velocity,Purchase_Interval_Std,Purchase_Regularity_Index,Invoice_Value_CV,KMeans_Cluster,Hierarchical_Cluster,GMM_Cluster
12374,25,1,742.9300000000001,1,1.0,0.0,1.0,0.0,0,3,2
12375,11,2,457.5,88,0.0227272727272727,0.0,1.0,0.0095826492750963,2,0,0
12377,315,2,1628.12,40,0.05,0.0,1.0,0.3256620819134466,3,0,0
12378,130,1,4008.62,1,1.0,0.0,1.0,0.0,0,3,2
12379,82,2,852.24,89,0.0224719101123595,0.0,1.0,0.1119104508664712,2,0,0
12380,22,4,2724.81,165,0.0242424242424242,46.35730794599704,0.0211160651517677,0.3699653413162198,1,1,1
12381,5,5,1845.31,116,0.043103448275862,24.608602831801186,0.0390493775302018,1.4375720515321797,1,1,1
12383,185,5,1850.56,168,0.0297619047619047,18.5,0.0512820512820512,0.685605811395555,1,0,1
12384,29,2,585.27,93,0.021505376344086,0.0,1.0,0.0002657978229894,2,0,0
12386,338,2,401.9,30,0.0666666666666666,0.0,1.0,0.4078311815850752,3,0,0
12388,16,6,2780.6600000000003,312,0.0192307692307692,41.54756310543375,0.0235031086862008,0.7059169052644838,1,1,1
12390,80,1,549.84,1,1.0,0.0,1.0,0.0,0,3,2
12391,22,1,439.66,1,1.0,0.0,1.0,0.0,0,3,2
12393,72,4,1582.6,261,0.0153256704980842,85.04900548115383,0.0116212848063539,0.382724013122708,1,1,1
12394,64,2,1272.48,154,0.0129870129870129,0.0,1.0,0.5671613425360226,2,0,0
12395,19,12,3018.63,352,0.034090909090909,19.92166477161804,0.0477973436108479,0.2969285292390251,1,1,1
12397,36,2,2409.9,100,0.02,0.0,1.0,0.0115723853479386,2,0,0
12398,46,1,1635.66,1,1.0,0.0,1.0,0.0,0,3,2
12399,119,4,1108.65,143,0.0279720279720279,17.009801096230763,0.0555253217210315,0.5424911088883626,1,1,1
12401,303,1,84.3,1,1.0,0.0,1.0,0.0,3,2,2
12402,323,1,225.6,1,1.0,0.0,1.0,0.0,3,2,2
12403,50,1,427.7,1,1.0,0.0,1.0,0.0,0,3,2
12405,149,1,1710.39,1,1.0,0.0,1.0,0.0,0,2,2
12406,22,2,3415.3,162,0.0123456790123456,0.0,1.0,0.0715533345761926,2,0,0
12407,50,5,1708.12,215,0.0232558139534883,32.516662395352526,0.0298359063382952,0.6293331935867271,1,1,1
12408,33,5,2888.55,228,0.0219298245614035,38.379682124790975,0.0253938057912982,0.4961148535067083,1,1,1
12409,79,3,11072.67,104,0.0288461538461538,72.8319984622144,0.0135442629324435,0.8838888864252248,1,1,1
12410,309,2,693.33,1,2.0,0.0,1.0,1.136808799153934,3,0,3
12412,75,3,1226.88,95,0.031578947368421,21.920310216782973,0.0436294269380249,0.2288087191954775,1,1,1
12413,67,3,758.1,271,0.011070110701107,48.79036790187178,0.0200842058843756,0.8060969754389655,1,1,1
12414,217,3,562.4100000000001,94,0.0319148936170212,50.91168824543142,0.0192634844636941,0.2576251367040547,1,0,1
12415,24,21,124914.53,314,0.0668789808917197,14.99219094974728,0.0625305189978239,1.306984368950512,1,1,3
12417,3,9,3649.1,355,0.0253521126760563,15.508062419270823,0.0605764610407967,0.2017121401225415,1,1,1
12418,113,1,668.58,1,1.0,0.0,1.0,0.0,0,3,2
12420,64,1,600.39,1,1.0,0.0,1.0,0.0,0,3,2
12421,16,4,807.04,304,0.0131578947368421,43.54690957270485,0.0224482463450781,0.1986337957208624,1,1,1
12422,96,3,803.5600000000001,230,0.0130434782608695,59.39696961966999,0.0165571220923362,0.512241060761996,1,1,1
12423,1,8,1859.31,353,0.0226628895184136,35.55009878761976,0.027359707173725,0.360340712818712,1,1,1
12424,163,2,1760.96,1,2.0,0.0,1.0,0.9409672830508972,2,0,3
12425,78,1,777.2,1,1.0,0.0,1.0,0.0,0,3,2
12426,195,1,582.73,1,1.0,0.0,1.0,0.0,3,2,2
12427,22,3,825.8000000000001,350,0.0085714285714285,193.04015126392747,0.0051535725646793,0.1181140284340615,1,1,1
12428,26,9,7956.46,258,0.0348837209302325,37.50595190861617,0.0259700111394009,0.8690684012181287,1,1,1
12429,9,4,3750.4,357,0.011204481792717,56.36783953047458,0.0174313693558005,0.3914822199235253,1,1,1
12430,43,1,256.4,1,1.0,0.0,1.0,0.0,0,3,2
12431,36,15,6419.95,339,0.0442477876106194,23.38450694017654,0.0410096461024756,0.3845618301821457,1,1,1
12432,43,5,5059.32,130,0.0384615384615384,63.33508769499995,0.0155436175783392,1.0746190285066664,1,1,1
12433,1,7,13375.87,373,0.0187667560321715,105.58156404726476,0.009382485694773,0.5058024967223678,1,1,1
12434,85,2,806.14,176,0.0113636363636363,0.0,1.0,0.4098752781314038,2,0,0
12435,80,2,7829.89,189,0.0105820105820105,0.0,1.0,0.0231352694871025,2,0,0
12436,100,1,509.01,1,1.0,0.0,1.0,0.0,0,3,2
12437,2,18,4951.41,330,0.0545454545454545,19.35675136817673,0.0491237517182274,0.574896874430678,1,1,3
12438,14,2,2906.85,126,0.0158730158730158,0.0,1.0,0.5481564452453309,2,0,0
12441,367,1,173.55,1,1.0,0.0,1.0,0.0,3,2,2
12442,3,1,172.06,1,1.0,0.0,1.0,0.0,0,3,2
12444,21,5,5005.46,150,0.0333333333333333,9.03234926989282,0.0996775504019791,0.5059752097213192,1,1,3
12445,22,1,133.4,1,1.0,0.0,1.0,0.0,0,3,2
12446,58,1,1002.31,1,1.0,0.0,1.0,0.0,0,3,2
12447,243,1,476.49,1,1.0,0.0,1.0,0.0,3,2,2
12448,44,1,449.45,1,1.0,0.0,1.0,0.0,0,3,2
12449,22,4,4067.29,165,0.0242424242424242,16.165807537309522,0.0582553426529174,0.2495836967129839,1,1,1
12450,156,2,197.88,18,0.1111111111111111,0.0,1.0,0.042023325989255,2,0,0
12451,11,5,9035.52,314,0.0159235668789808,63.53148825582476,0.0154963108248125,0.6354455065570607,1,1,1
12452,17,2,430.5700000000001,1,2.0,0.0,1.0,0.8886911851064596,0,0,3
12453,134,1,707.09,1,1.0,0.0,1.0,0.0,0,3,2
12454,56,1,3528.34,1,1.0,0.0,1.0,0.0,0,3,2
12455,73,6,2466.86,224,0.0267857142857142,38.880586415330725,0.0250748569638781,1.538311968994881,1,1,1
12456,44,3,3181.04,211,0.0142180094786729,26.16295090390226,0.0368148513590376,0.2166492833398885,1,1,1
12457,66,7,2363.23,173,0.0404624277456647,58.478771076918726,0.0168127212767524,0.750547264715286,1,1,1
12458,71,2,947.4,214,0.0093457943925233,0.0,1.0,0.0948779966481252,2,0,0
12461,94,2,826.88,61,0.0327868852459016,0.0,1.0,0.730093224537813,2,0,0
12462,19,2,1189.59,285,0.0070175438596491,0.0,1.0,0.3978162933253548,2,0,0
12463,53,4,1344.78,189,0.0211640211640211,51.11751167652823,0.019187408758242,0.0811972964744938,1,1,1
12464,10,8,1212.05,300,0.0266666666666666,33.10445229730832,0.0293216847842158,0.5433389124242003,1,1,1
12465,17,2,742.19,153,0.0130718954248366,0.0,1.0,0.2661737459786546,2,0,0
12468,188,2,729.54,129,0.0155038759689922,0.0,1.0,0.5589859676589436,2,0,0
12471,2,30,19788.65,363,0.0826446280991735,14.616695360143192,0.0640340338937642,0.9334720200340552,1,1,3
12472,32,7,6572.11,337,0.0207715133531157,26.867576494106544,0.0358839958764078,0.5268746977458434,1,1,1
12473,29,5,3928.05,163,0.0306748466257668,34.7598906787694,0.0279642913056694,0.7869497954273235,1,1,1
12474,17,18,7324.09,313,0.0575079872204472,14.946719097002722,0.0627088239227814,0.6229878733634028,1,1,3
12475,54,1,723.38,1,1.0,0.0,1.0,0.0,0,3,2
12476,16,11,6816.42,346,0.0317919075144508,26.218949889980973,0.0367391102170363,0.8509876206251564,1,1,1
12477,23,6,13219.74,279,0.021505376344086,50.122849081032896,0.0195607251547138,0.5140606302540253,1,1,1
12478,4,1,680.99,1,1.0,0.0,1.0,0.0,0,3,2
12479,11,1,527.2,1,1.0,0.0,1.0,0.0,0,3,2
12480,28,4,3281.63,308,0.0129870129870129,30.07213549672409,0.0321831758266318,0.2914439441498879,1,1,1
12481,23,10,5579.82,343,0.0291545189504373,38.40572873934304,0.0253770208543711,0.7014782637016909,1,1,1
12483,17,8,2484.98,323,0.0247678018575851,40.16928464102178,0.02428995326782,0.5649161493046416,1,1,1
12484,33,6,4527.32,304,0.0197368421052631,64.65833279632254,0.0152303593072044,0.6726888546653841,1,1,1
12488,10,3,1298.66,66,0.0454545454545454,4.949747468305833,0.1680743603534397,0.4385297130132974,1,1,3
12489,336,1,334.93,1,1.0,0.0,1.0,0.0,3,2,2
12490,5,10,5417.93,325,0.0307692307692307,34.590461112855955,0.0280974162382734,0.431330150099373,1,1,1
12491,39,1,460.4,1,1.0,0.0,1.0,0.0,0,3,2
12492,63,2,263.21000000000004,43,0.0465116279069767,0.0,1.0,0.0560398444418955,2,0,0
12493,166,2,433.74,32,0.0625,0.0,1.0,0.1019235393548737,2,0,0
12494,16,7,1246.1,350,0.02,44.94737663831635,0.0217640281810144,0.7342148749583097,1,1,1
12497,82,1,1043.1,1,1.0,0.0,1.0,0.0,0,3,2
12498,21,3,403.7000000000001,37,0.081081081081081,25.45584412271571,0.0377988317198079,0.8074331070993286,1,1,3
12500,23,11,4257.82,311,0.0353697749196141,30.52521726194408,0.0317206378528962,0.7731098281430865,1,1,1
12501,337,1,2169.39,1,1.0,0.0,1.0,0.0,3,2,2
12502,96,5,3723.87,215,0.0232558139534883,25.57831112485733,0.0376246630307804,0.2927393522159283,1,1,1
12504,18,2,482.05,13,0.1538461538461538,0.0,1.0,1.22263977205474,2,0,0
12506,233,1,73.5,1,1.0,0.0,1.0,0.0,3,2,2
12507,134,3,1304.81,165,0.0181818181818181,86.2670273047588,0.0114590817504043,0.8798946571929457,1,1,1
12508,26,2,397.88,3,0.6666666666666666,0.0,1.0,0.5392693316659445,2,0,3
12509,284,1,176.5,1,1.0,0.0,1.0,0.0,3,2,2
12510,143,2,982.57,183,0.0109289617486338,0.0,1.0,0.5462577458374068,2,0,0
12512,66,2,132.18,1,2.0,0.0,1.0,1.0782602724766268,0,0,3
12513,113,1,612.29,1,1.0,0.0,1.0,0.0,0,3,2
12514,267,1,1017.68,1,1.0,0.0,1.0,0.0,3,2,2
12515,353,1,383.7,1,1.0,0.0,1.0,0.0,3,2,2
12516,78,2,1312.06,103,0.0194174757281553,0.0,1.0,0.1570007069000389,2,0,0
12517,28,5,2481.6,162,0.0308641975308641,27.67670500619609,0.034871509812021,0.5891647599755295,1,1,1
12518,1,5,2056.89,110,0.0454545454545454,6.48074069840786,0.1336766024001917,0.2181952427953716,1,1,3
12519,64,1,330.84000000000003,1,1.0,0.0,1.0,0.0,0,3,2
12520,79,5,2634.26,195,0.0256410256410256,23.7679756535273,0.0403747166901622,0.5454854596346416,1,1,1
12521,143,1,599.68,1,1.0,0.0,1.0,0.0,0,2,2
12522,39,2,192.72,13,0.1538461538461538,0.0,1.0,0.1021474304080192,2,0,0
12523,19,11,1789.77,313,0.0351437699680511,31.83568926709631,0.0304546675376804,0.3129052472484769,1,1,1
12524,9,8,4485.72,325,0.0246153846153846,29.099991818031903,0.0332226003928988,0.5842270762359202,1,1,1
12526,1,3,1316.66,94,0.0319148936170212,9.192388155425116,0.0981124329991032,0.3192842766715465,1,1,3
12527,82,3,348.71000000000004,244,0.0122950819672131,129.4005409571382,0.0076686798433504,0.4000036271204423,1,1,1
12528,9,6,1933.48,304,0.0197368421052631,38.16149892234319,0.0255352840804941,0.2957982007372991,1,1,1
12530,60,4,1662.28,278,0.014388489208633,24.576411454889016,0.0390985264591857,0.0524786666065786,1,1,1
12531,15,1,125.22,1,1.0,0.0,1.0,0.0,0,3,2
12532,30,1,349.83000000000004,1,1.0,0.0,1.0,0.0,0,3,2
12534,131,1,1089.18,1,1.0,0.0,1.0,0.0,0,2,2
12535,92,2,716.35,95,0.0210526315789473,0.0,1.0,0.0524148392280388,2,0,0
12536,43,3,12601.830000000002,16,0.1875,10.606601717798211,0.0861578629398942,0.0163077765941967,1,1,3
12538,29,1,363.95,1,1.0,0.0,1.0,0.0,0,3,2
12539,22,4,5568.35,312,0.0128205128205128,118.9383593855798,0.0083376161315095,0.26875240496279,1,1,1
12540,20,17,13400.24,343,0.0495626822157434,12.805597734324367,0.0724343863441519,0.5015966557360362,1,1,3
12541,30,3,981.18,252,0.0119047619047619,25.45584412271571,0.0377988317198079,0.3405368472228092,1,1,1
12544,36,1,372.7,1,1.0,0.0,1.0,0.0,0,3,2
12545,75,2,1000.39,185,0.0108108108108108,0.0,1.0,0.3617703023289904,2,0,0
12546,47,2,1161.5,32,0.0625,0.0,1.0,0.4369877292601841,2,0,0
12547,198,2,207.8,83,0.0240963855421686,0.0,1.0,0.7554268788422212,2,0,0
12548,166,1,95.2,1,1.0,0.0,1.0,0.0,3,2,2
12550,79,1,964.83,1,1.0,0.0,1.0,0.0,0,3,2
12551,358,1,168.0,1,1.0,0.0,1.0,0.0,3,2,2
12552,39,2,437.82,1,2.0,0.0,1.0,0.6389834336225975,0,0,3
12553,8,10,3692.28,322,0.031055900621118,15.594692829435418,0.0602602295973936,0.4902809255802554,1,1,1
12556,50,2,599.56,101,0.0198019801980198,0.0,1.0,0.0423160172609468,2,0,0
12557,16,5,11990.96,356,0.0140449438202247,43.36184959154764,0.0225418914947705,0.6627576976387357,1,1,1
12558,8,1,269.96,1,1.0,0.0,1.0,0.0,0,3,2
12559,311,2,561.71,9,0.2222222222222222,0.0,1.0,1.0335383195773251,3,0,0
12560,5,3,2134.01,138,0.0217391304347826,53.74011537017761,0.0182681383339721,0.8073201761598797,1,1,1
12561,303,1,238.85,1,1.0,0.0,1.0,0.0,3,2,2
12562,8,7,3781.74,191,0.0366492146596858,13.633292583476182,0.0683373201414146,0.1927875884585792,1,1,1
12564,261,1,456.9,1,1.0,0.0,1.0,0.0,3,2,2
12565,289,1,145.92000000000002,1,1.0,0.0,1.0,0.0,3,2,2
12566,86,1,351.65,1,1.0,0.0,1.0,0.0,0,3,2
12567,23,10,9401.28,347,0.0288184438040345,39.73488531644594,0.0245489828247109,0.5612271087847649,1,1,1
12569,2,32,4124.6900000000005,251,0.1274900398406374,8.98720715645958,0.1001280923018818,0.590568497781938,1,1,3
12571,40,2,519.61,82,0.024390243902439,0.0,1.0,0.0623537513018756,2,0,0
12572,9,2,1020.42,44,0.0454545454545454,0.0,1.0,0.0624492494468274,2,0,0
12573,227,1,160.54000000000002,1,1.0,0.0,1.0,0.0,3,2,2
12574,316,1,218.45,1,1.0,0.0,1.0,0.0,3,2,2
12576,36,5,1315.83,269,0.0185873605947955,13.904435743076135,0.0670941199813317,0.3061836494183723,1,1,1
12577,35,3,626.6,324,0.0092592592592592,228.39549032325485,0.0043592836048818,0.5414686224111183,1,1,1
12578,21,2,2794.51,309,0.0064724919093851,0.0,1.0,0.2139708343527018,2,0,0
12579,78,1,440.42,1,1.0,0.0,1.0,0.0,0,3,2
12580,247,1,415.7,1,1.0,0.0,1.0,0.0,3,2,2
12581,40,1,197.71,1,1.0,0.0,1.0,0.0,0,3,2
12582,239,2,511.36,50,0.04,0.0,1.0,0.2794355020771619,3,0,0
12583,3,15,7281.38,371,0.0404312668463611,17.57620769458181,0.0538323007818045,0.4345763574905691,1,1,1
12584,4,9,2338.15,277,0.0324909747292418,28.137417893514776,0.034320131030642,0.5503036484706433,1,1,1
12585,234,2,2040.1,118,0.0169491525423728,0.0,1.0,0.3366217861322361,2,0,0
12586,17,1,196.94000000000003,1,1.0,0.0,1.0,0.0,0,3,2
12587,8,1,144.0,1,1.0,0.0,1.0,0.0,0,3,2
12588,39,1,214.9,1,1.0,0.0,1.0,0.0,0,3,2
12589,29,2,646.68,116,0.0172413793103448,0.0,1.0,0.8390633073719754,2,0,0
12590,211,2,9864.26,1,2.0,0.0,1.0,1.2642512351187185,2,0,3
12591,317,1,452.85,1,1.0,0.0,1.0,0.0,3,2,2
12592,92,2,437.6,122,0.0163934426229508,0.0,1.0,0.0840254858813996,2,0,0
12593,109,3,418.1,111,0.027027027027027,48.08326112068523,0.0203735444053159,0.6016606272463939,1,1,1
12594,38,10,3338.2200000000003,286,0.0349650349650349,25.267458210996303,0.0380699187552669,0.7857281944981759,1,1,1
12596,51,2,618.27,191,0.0104712041884816,0.0,1.0,0.1792613532650451,2,0,0
12597,19,4,3811.22,249,0.0160642570281124,60.53373714990124,0.0162512476296363,0.9083893436298718,1,1,1
12598,10,8,3023.08,276,0.0289855072463768,33.92849624051819,0.0286299184801425,0.5923407105533933,1,1,1
12599,29,7,1032.58,276,0.0253623188405797,34.42479726398787,0.0282288136343571,0.2917902663350776,1,1,1
12600,29,10,2599.04,343,0.0291545189504373,15.459624833740309,0.0607547261921861,0.4264038367636981,1,1,1
12601,190,5,577.0600000000001,143,0.0349650349650349,17.017148213885115,0.0555026793435233,0.2645857204707065,1,0,1
12602,59,1,153.12,1,1.0,0.0,1.0,0.0,0,3,2
12603,22,1,739.1999999999999,1,1.0,0.0,1.0,0.0,0,3,2
12604,79,2,254.18,183,0.0109289617486338,0.0,1.0,0.5720726984153027,2,0,0
12607,60,1,1579.51,1,1.0,0.0,1.0,0.0,0,3,2
12609,78,3,1126.85,241,0.0124481327800829,16.97056274847714,0.0556465600992234,0.3203505456540367,1,1,1
12610,23,5,2099.54,104,0.048076923076923,25.38208029299411,0.0379045165845225,0.7407673645316837,1,1,1
12611,52,1,1193.32,1,1.0,0.0,1.0,0.0,0,3,2
12612,74,1,704.04,1,1.0,0.0,1.0,0.0,0,3,2
12613,57,5,3344.38,205,0.024390243902439,66.56325312562981,0.0148009450957099,1.1142295852634037,1,1,1
12614,278,1,315.6,1,1.0,0.0,1.0,0.0,3,2,2
12615,2,4,2291.19,167,0.0239520958083832,35.510561809129406,0.0273893347691503,0.1842578328763812,1,1,1
12616,95,2,713.3,203,0.0098522167487684,0.0,1.0,0.4006905382806708,2,0,0
12617,29,1,352.98,1,1.0,0.0,1.0,0.0,0,3,2
12618,22,1,177.31,1,1.0,0.0,1.0,0.0,0,3,2
12619,16,9,3641.24,238,0.0378151260504201,22.315513501982043,0.0428898981750923,0.3643347582440668,1,1,1
12620,15,3,1339.41,190,0.0157894736842105,40.30508652763321,0.0242100933339286,0.224843543615123,1,1,1
12621,2,20,13689.67,365,0.0547945205479452,15.5856434163545,0.0602931086178988,0.4643827193152619,1,1,3
12622,232,1,180.1,1,1.0,0.0,1.0,0.0,3,2,2
12623,276,1,305.1,1,1.0,0.0,1.0,0.0,3,2,2
12624,106,2,641.13,72,0.0277777777777777,0.0,1.0,0.0909898295944506,2,0,0
12625,212,2,2683.82,108,0.0185185185185185,0.0,1.0,0.3948997801319183,2,0,0
12626,23,9,6620.4800000000005,304,0.0296052631578947,48.51509338045518,0.0201958621448288,0.6307971187050891,1,1,1
12627,11,7,4478.53,130,0.0538461538461538,18.91472089846072,0.0502141107123069,0.5387831984782777,1,1,1
12628,4,3,786.46,61,0.0491803278688524,2.1213203435596424,0.3203772410170407,0.2399629988425425,2,1,3
12630,10,2,1270.88,35,0.0571428571428571,0.0,1.0,0.1476662940064441,2,0,0
12631,57,1,640.5,1,1.0,0.0,1.0,0.0,0,3,2
12633,59,4,2163.98,230,0.017391304347826,13.228756555322953,0.0702802100880629,0.726305561082596,1,1,1
12635,90,2,1689.18,66,0.0303030303030303,0.0,1.0,0.2695007907552181,2,0,0
12637,67,8,6002.9,257,0.0311284046692607,32.22170223992046,0.0301008055751689,0.7545577239191039,1,1,1
12638,33,1,671.69,1,1.0,0.0,1.0,0.0,0,3,2
12639,239,1,486.1,1,1.0,0.0,1.0,0.0,3,2,2
12640,24,3,1174.58,58,0.0517241379310344,38.89087296526012,0.0250683909793318,0.8868699998088793,1,1,1
12641,115,1,185.9,1,1.0,0.0,1.0,0.0,0,2,2
12642,25,3,1013.26,83,0.036144578313253,22.62741699796952,0.0423237123247935,0.1186666905119697,1,1,1
12643,128,6,3344.64,205,0.0292682926829268,43.8782406210641,0.0222825134444026,0.7123631631782763,1,1,1
12644,130,1,477.91,1,1.0,0.0,1.0,0.0,0,2,2
12645,34,4,1775.18,283,0.0141342756183745,17.616280348965084,0.0537164235419129,0.1353148398884731,1,1,1
12646,5,2,1346.97,45,0.0444444444444444,0.0,1.0,0.1222214309122342,2,0,0
12647,22,12,3722.82,347,0.0345821325648415,27.020194468043883,0.0356885460284891,0.4264732137412033,1,1,1
12648,155,1,318.05,1,1.0,0.0,1.0,0.0,0,2,2
12649,107,3,623.51,106,0.0283018867924528,74.24621202458749,0.0132897055292728,0.871777879720749,1,1,1
12650,3,1,314.44,1,1.0,0.0,1.0,0.0,0,3,2
12651,335,1,114.0,1,1.0,0.0,1.0,0.0,3,2,2
12652,331,1,919.98,1,1.0,0.0,1.0,0.0,3,2,2
12653,149,2,2209.85,148,0.0135135135135135,0.0,1.0,0.4170293313665758,2,0,0
12654,11,5,601.98,285,0.0175438596491228,72.25591094621025,0.0136507755767895,0.4296499773037334,1,1,1
12656,17,5,4051.17,217,0.0230414746543778,24.404576073624664,0.0393629870894878,0.3744613796877056,1,1,1
12657,11,4,1643.18,68,0.0588235294117647,19.28730152198591,0.0492919178490186,0.6152931466913586,1,1,1
12658,19,1,686.05,1,1.0,0.0,1.0,0.0,0,3,2
12659,30,1,91.68,1,1.0,0.0,1.0,0.0,0,3,2
12660,11,1,245.1,1,1.0,0.0,1.0,0.0,0,3,2
12662,1,11,3849.78,373,0.0294906166219839,18.103406677565783,0.0523466843834904,0.3450862815024992,1,1,1
12664,8,9,4881.88,315,0.0285714285714285,34.48705761379395,0.0281792875273856,0.4150495128026654,1,1,1
12665,325,1,63.0,1,1.0,0.0,1.0,0.0,3,2,2
12667,58,1,620.13,1,1.0,0.0,1.0,0.0,0,3,2
12668,12,4,3807.15,344,0.0116279069767441,115.00144926623028,0.0086205819524283,0.4217682220740545,1,1,1
12669,151,3,2744.03,106,0.0283018867924528,64.34671708797582,0.0153029875801366,0.4196705649822776,1,0,1
12670,10,5,2996.05,223,0.0224215246636771,37.133767202731626,0.0262234778610692,0.1998928667832853,1,1,1
12672,330,1,225.9,1,1.0,0.0,1.0,0.0,3,2,2
12673,5,2,610.52,322,0.0062111801242236,0.0,1.0,0.3908243992720772,2,0,0
12674,39,4,1970.6,170,0.0235294117647058,21.197484127446195,0.0450501504701402,0.2019512324354112,1,1,1
12676,25,6,1331.39,287,0.0209059233449477,10.545141061171254,0.0866165250560005,0.6458647583438459,1,1,3
12678,42,12,17628.46,312,0.0384615384615384,25.139971794299647,0.0382555883330398,1.7230505024320597,1,1,1
12679,59,4,1113.02,226,0.0176991150442477,44.06056437828882,0.0221923540860447,1.236185063321508,1,1,1
12680,1,4,862.81,113,0.0353982300884955,30.512292604784715,0.0317336479621341,0.3947215826647426,1,1,1
12681,15,22,13787.54,354,0.0621468926553672,17.436005440303283,0.0542416850134944,0.4176210637208599,1,1,3
12682,4,31,12279.82,368,0.0842391304347826,11.084886677078758,0.0827479832224398,0.4913466819488021,1,1,3
12683,4,15,8476.57,362,0.0414364640883977,23.67650571931853,0.0405243761565937,0.6059171695659139,1,1,1
12684,8,7,2283.63,206,0.0339805825242718,37.30102768914908,0.0261089600027444,0.5431886576071654,1,1,1
12685,28,6,2863.08,66,0.0909090909090909,8.734987120768983,0.1027222725201724,0.6404552986962487,1,1,3
12686,372,1,89.14,1,1.0,0.0,1.0,0.0,3,2,2
12688,114,1,4873.81,1,1.0,0.0,1.0,0.0,0,3,2
12689,26,2,1247.61,102,0.0196078431372549,0.0,1.0,0.2556695353461831,2,0,0
12690,206,1,389.01,1,1.0,0.0,1.0,0.0,3,2,2
12691,28,6,1035.8,330,0.0181818181818181,66.9686493816323,0.0147126654582346,0.4954303274169342,1,1,1
12693,127,4,855.91,193,0.0207253886010362,17.672954855748753,0.0535533881876298,0.1643952465250673,1,0,1
12694,70,2,869.67,113,0.0176991150442477,0.0,1.0,0.0151719761943507,2,0,0
12695,7,4,582.1,204,0.0196078431372549,31.480152477394387,0.0307880328054488,0.5165605490962449,1,1,1
12697,29,3,957.59,141,0.0212765957446808,45.96194077712559,0.0212938388714779,0.2694435340583506,1,1,1
12700,8,4,4939.99,208,0.0192307692307692,18.475208614068027,0.0513473318728737,0.1596865562950455,1,1,1
12701,80,2,797.71,163,0.0122699386503067,0.0,1.0,0.219034593563069,2,0,0
12702,20,1,219.0,1,1.0,0.0,1.0,0.0,0,3,2
12703,71,1,283.55,1,1.0,0.0,1.0,0.0,0,3,2
12704,7,8,2340.84,163,0.0490797546012269,15.349887544182453,0.0611625001883157,0.5313633336712524,1,1,1
12705,15,9,6868.29,342,0.0263157894736842,37.84838173555113,0.0257410979640594,0.5287315093472977,1,1,1
12707,292,1,603.42,1,1.0,0.0,1.0,0.0,3,2,2
12708,30,10,2712.91,339,0.0294985250737463,20.841331797922876,0.0457847538443191,0.397735532163304,1,1,1
12709,15,15,9706.52,352,0.0426136363636363,11.112066503491688,0.0825622943625448,0.5016893160464221,1,1,3
12710,97,3,1149.02,105,0.0285714285714285,17.67766952966369,0.0535398700791771,0.8471544573860347,1,1,1
12712,29,13,4396.13,343,0.0379008746355685,17.034723895086127,0.0554485893888548,0.5686366191771708,1,1,1
12713,1,1,848.55,1,1.0,0.0,1.0,0.0,0,3,2
